word,pos
тикраймоқ,ADJ
тикувчилик,ADJ
тилак,ADJ
тиламоқ,ADJ
тиланмоқ,ADJ
тиланчилик,ADJ
тилик,ADJ
тиликламоқ,ADJ
тилимламоқ,ADJ
тилишламоқ,ADJ
тилкаламоқ,ADJ
тилкаланмоқ,ADJ
тиллашмоқ,ADJ
тилмаламоқ,ADJ
тилмочлик,ADJ
тилмоқ,ADJ
тилсиз,ADJ
тилсизланмоқ,ADJ
тилсимламоқ,ADJ
тилсимли,ADJ
тилчилик,ADJ
тилшунослик,ADJ
тилёғламалик,ADJ
тилёғламачилик,ADJ
тимдаламоқ,ADJ
тимирскиламоқ,ADJ
тимирскиланмоқ,ADJ
тимискиламоқ,ADJ
тимискиланмоқ,ADJ
тимтиқ,ADJ
тингламоқ,ADJ
тингшамоқ,ADJ
тиндирмоқ,ADJ
тинжирамоқ,ADJ
тинимоқ,ADJ
тинимсиз,ADJ
тиниқ,ADJ
тиниқлашмоқ,ADJ
тиниқлик,ADJ
тиниқмоқ,ADJ
тинкасиз,ADJ
тинлик,ADJ
тинмоқ,ADJ
тинтимоқ,ADJ
тинчимоқ,ADJ
тинчитмоқ,ADJ
тинчланмоқ,ADJ
тинчлик,ADJ
тинчсиз,ADJ
тинчсизламоқ,ADJ
тинчсизланмоқ,ADJ
тинчсизлик,ADJ
тинғиллатмоқ,ADJ
тинғир-тинғир,ADJ
тинғшамоқ,ADJ
типик,ADJ
типиклаштирмоқ,ADJ
типиклик,ADJ
типилламоқ,ADJ
типирламоқ,ADJ
типирчиламоқ,ADJ
типирчиланмоқ,ADJ
типологик,ADJ
типпа-тик,ADJ
тирак,ADJ
тиралмоқ,ADJ
тирамоқ,ADJ
тирандозлик,ADJ
тирақайламоқ,ADJ
тиргак,ADJ
тиргизмоқ,ADJ
тиржаймоқ,ADJ
тиржиқ,ADJ
тирик,ADJ
тириклик,ADJ
тирикчилик,ADJ
тирилламоқ,ADJ
тирилмоқ,ADJ
тиришиб-тирмашмоқ,ADJ
тиришиқ,ADJ
тиришмоқ,ADJ
тиришқоқ,ADJ
тириқтирмоқ,ADJ
тиркамали,ADJ
тиркамоқ,ADJ
тирмаламоқ,ADJ
тирмашмоқ,ADJ
тирмизак,ADJ
тирнамоқ,ADJ
тирноқ,ADJ
тирноқдек,ADJ
тирноқламоқ,ADJ
тиррақи,ADJ
тиррақиламоқ,ADJ
тирриқ,ADJ
тирриқлик,ADJ
тирсак,ADJ
тирсакламоқ,ADJ
тирсилламоқ,ADJ
тиртаймоқ,ADJ
тиртишмоқ,ADJ
тиртиқ,ADJ
тирғанмоқ,ADJ
тирғанчиқ,ADJ
тирқирамоқ,ADJ
тисарилмоқ,ADJ
тисармоқ,ADJ
тисартмоқ,ADJ
тиски,ADJ
тисламоқ,ADJ
тислатмоқ,ADJ
титиқ,ADJ
титкиламоқ,ADJ
титмоқ,ADJ
титрамоқ,ADJ
титроқ,ADJ
тихирланмоқ,ADJ
тихирлик,ADJ
тиш-тирноқли,ADJ
тишламоқ,ADJ
тишлатмоқ,ADJ
тишлашмоқ,ADJ
тишовламоқ,ADJ
тишсиз,ADJ
тишқоли,ADJ
тиғизлашмоқ,ADJ
тиғизлик,ADJ
тиғламоқ,ADJ
тиғли,ADJ
тиқ,ADJ
тиқ-тиқ,ADJ
тиқилламоқ,ADJ
тиқилмоқ,ADJ
тиқин,ADJ
тиқинламоқ,ADJ
тиқинчоқ,ADJ
тиқир-тиқир,ADJ
тиқирламоқ,ADJ
тиқиштирмоқ,ADJ
тиқмачоқ,ADJ
тиқмачоқдек,ADJ
тиқмоқ,ADJ
тобелик,ADJ
тобламоқ,ADJ
тобоқ,ADJ
товаршунослик,ADJ
товламачилик,ADJ
товламоқ,ADJ
товланмоқ,ADJ
товонбалиқ,ADJ
товоқ,ADJ
товсилламоқ,ADJ
товсилмоқ,ADJ
товушли,ADJ
товушсиз,ADJ
товуқ,ADJ
товуқчилик,ADJ
тожик,ADJ
тожли,ADJ
тозаламоқ,ADJ
тозалик,ADJ
тоинки,ADJ
тойламоқ,ADJ
тойлмоқ,ADJ
тойлоқ,ADJ
тоймоқ,ADJ
тойчоқ,ADJ
тойғанмоқ,ADJ
тойғаноқ,ADJ
тойғанчоқ,ADJ
тойғоқ,ADJ
ток,ADJ
токарлик,ADJ
токи,ADJ
токчали,ADJ
токчилик,ADJ
толали,ADJ
толбаргак,ADJ
толели,ADJ
толерантлик,ADJ
толесиз,ADJ
толесизлик,ADJ
толиқмоқ,ADJ
толкучук,ADJ
толмоқ,ADJ
толпопук,ADJ
толғин,ADJ
толқонламоқ,ADJ
томизмоқ,ADJ
томизғилик,ADJ
томли,ADJ
томлик,ADJ
томмоқ,ADJ
томон,ADJ
томошабинлик,ADJ
томошақовоқ,ADJ
томоқ,ADJ
томчиламоқ,ADJ
тонгги,ADJ
тонмоқ,ADJ
тоннали,ADJ
топалоқ,ADJ
топармон,ADJ
топармон-тутармон,ADJ
топағон,ADJ
топағонлик,ADJ
топик,ADJ
топилдиқ,ADJ
топилмоқ,ADJ
топинмоқ,ADJ
топиш-тутишли,ADJ
топишли-тутишли,ADJ
топишмачоқ,ADJ
топишмоқ,ADJ
топиштирмоқ,ADJ
топмоқ,ADJ
топографик,ADJ
топонимик,ADJ
топтамоқ,ADJ
топшириқ,ADJ
топширмоқ,ADJ
топқир,ADJ
топқирлик,ADJ
тораймоқ,ADJ
торий,ADJ
торли,ADJ
торлик,ADJ
тормозламоқ,ADJ
тормозлик,ADJ
торсилламоқ,ADJ
тортилмоқ,ADJ
тортинмоқ,ADJ
тортинчоқ,ADJ
тортинчоқлик,ADJ
тортишмачоқ,ADJ
тортишмоқ,ADJ
тортиқ,ADJ
тортмоқ,ADJ
тортувчан,ADJ
тортқиламоқ,ADJ
тортқичламоқ,ADJ
торфли,ADJ
торғоқ,ADJ
тотимли,ADJ
тотинмоқ,ADJ
тотли,ADJ
тотмоқ,ADJ
тотувлашмоқ,ADJ
тотувлик,ADJ
тотувчилик,ADJ
тошбағир,ADJ
тошбағирлик,ADJ
тошли,ADJ
тошлоқ,ADJ
тошмали,ADJ
тошмоқ,ADJ
тоштарошлик,ADJ
тошқин,ADJ
тошқовоқ,ADJ
тоғдек,ADJ
тоғли,ADJ
тоғлик,ADJ
тоғтерак,ADJ
тоғчумчуқ,ADJ
тоқ,ADJ
тоқ-равоқ,ADJ
тоқатли,ADJ
тоқатсиз,ADJ
тоқатсизланмоқ,ADJ
тоқатсизлик,ADJ
тоқи,ADJ
тоқили,ADJ
тоқли,ADJ
трагик,ADJ
тракторсозлик,ADJ
тракторчилик,ADJ
транзисторли,ADJ
транскрипцияламоқ,ADJ
трансформацияламоқ,ADJ
трек,ADJ
тренерлик,ADJ
тригонометрик,ADJ
тритий,ADJ
тропик,ADJ
трусичан,ADJ
тубандаги,ADJ
тубанлашмоқ,ADJ
тубанлик,ADJ
тубли,ADJ
тубсиз,ADJ
тубсизлик,ADJ
тувак,ADJ
тувакли,ADJ
тувалоқ,ADJ
тувдоқ,ADJ
тувоқ,ADJ
тугалламоқ,ADJ
тугаллик,ADJ
тугалмоқ,ADJ
тугамоқ,ADJ
туганак,ADJ
тугатмоқ,ADJ
тугмаламоқ,ADJ
тугмали,ADJ
тугмачадек,ADJ
тугмоқ,ADJ
тугрик,ADJ
тугук,ADJ
тугуклик,ADJ
тугун-терсак,ADJ
тугунак,ADJ
тугунчак,ADJ
тугунчаламоқ,ADJ
тудоқ,ADJ
туз-намак,ADJ
тузакли,ADJ
тузаксиз,ADJ
тузалмоқ,ADJ
тузамоқ,ADJ
тузатинмоқ,ADJ
тузатмоқ,ADJ
тузламоқ,ADJ
тузли,ADJ
тузлиқ,ADJ
тузмоқ,ADJ
тузоғлик,ADJ
тузоқ,ADJ
тузсиз,ADJ
тузсирамоқ,ADJ
тузук,ADJ
тузук-қуруқ,ADJ
тузукламоқ,ADJ
тузқоқ,ADJ
туйилмоқ,ADJ
туймоқ,ADJ
туйнак,ADJ
туйнук,ADJ
туйнукли,ADJ
туйғули,ADJ
туйғун,ADJ
туйғусиз,ADJ
тук,ADJ
тукли,ADJ
туксиз,ADJ
туксизлантирмоқ,ADJ
тулий,ADJ
тулки,ADJ
тулкилик,ADJ
туллак,ADJ
туллаки,ADJ
туллаклик,ADJ
тулламоқ,ADJ
туманламоқ,ADJ
туманлашмоқ,ADJ
туманли,ADJ
туманлик,ADJ
тумовламоқ,ADJ
тумоқ,ADJ
тумсаймоқ,ADJ
тумтаймоқ,ADJ
тумтароқ,ADJ
тумтароқли,ADJ
тумушмоқ,ADJ
тумшаймоқ,ADJ
тумшуқ,ADJ
тунамоқ,ADJ
тунги,ADJ
тундланмоқ,ADJ
тундлашмоқ,ADJ
тундлик,ADJ
туновги,ADJ
тунукали,ADJ
тунукасозлик,ADJ
тунукачилик,ADJ
тунқотмоқ,ADJ
тупик,ADJ
тупламоқ,ADJ
туппак,ADJ
тупроқ,ADJ
тупроқшунослик,ADJ
тупук,ADJ
тупукламоқ,ADJ
тупурик,ADJ
тупуриклмаоқ,ADJ
тупурмоқ,ADJ
турбинали,ADJ
туристик,ADJ
турк,ADJ
туркий,ADJ
туркийшунослик,ADJ
туркламоқ,ADJ
туркологик,ADJ
туркумламоқ,ADJ
туркчилик,ADJ
турланмоқ,ADJ
турли,ADJ
турмак,ADJ
турмакламоқ,ADJ
турмалмоқ,ADJ
турминламоқ,ADJ
турмоқ,ADJ
турмушламоқ,ADJ
турник,ADJ
туроқ,ADJ
туроқли,ADJ
туртинмоқ,ADJ
туртки,ADJ
турткиламоқ,ADJ
туртмоқ,ADJ
туршак,ADJ
турғизмоқ,ADJ
турғун,ADJ
турғунлашмоқ,ADJ
турғунлик,ADJ
турқ,ADJ
тусамоқ,ADJ
тусламоқ,ADJ
тусланмоқ,ADJ
тусмолламоқ,ADJ
туссиз,ADJ
тустовуқ,ADJ
тутак,ADJ
тутамламоқ,ADJ
тутамоқ,ADJ
тутанмоқ,ADJ
тутаноқ,ADJ
тутаноқлик,ADJ
тутантириқ,ADJ
тутатмоқ,ADJ
тутатқи,ADJ
туташмоқ,ADJ
тутақишмоқ,ADJ
тутақмоқ,ADJ
тутилмоқ,ADJ
тутинмоқ,ADJ
тутмоқ,ADJ
тутоқишмоқ,ADJ
тутоқмоқ,ADJ
тутунланмоқ,ADJ
тутунли,ADJ
тутунмоқ,ADJ
тутунсиз,ADJ
тутуриқ,ADJ
тутуриқли,ADJ
тутуриқсиз,ADJ
тутуриқсизлик,ADJ
тутуқ,ADJ
тутуқли,ADJ
тутчилик,ADJ
тутқазмоқ,ADJ
тутқалоқ,ADJ
тутқаноқ,ADJ
тутқаноқли,ADJ
тутқи,ADJ
тутқизмоқ,ADJ
тутқиламоқ,ADJ
тутқичли,ADJ
тутқичсиз,ADJ
тутқунлик,ADJ
туфайли,ADJ
туфдонли,ADJ
туфламоқ,ADJ
туфли,ADJ
тухмак,ADJ
тухумбарак,ADJ
тухумламоқ,ADJ
тухумсимон,ADJ
тушамоқ,ADJ
туширги,ADJ
туширмоқ,ADJ
тушки,ADJ
тушкунлик,ADJ
тушлик,ADJ
тушмоқ,ADJ
тушовламоқ,ADJ
тушовли,ADJ
тушунарли,ADJ
тушуниксиз,ADJ
тушунмовчилик,ADJ
тушунмоқ,ADJ
тушунчали,ADJ
тушунчасиз,ADJ
туюлмоқ,ADJ
туюқ,ADJ
туядек,ADJ
туякашлик,ADJ
туямоқ,ADJ
туяпайпоқ,ADJ
туясандиқ,ADJ
туячилик,ADJ
туёқ,ADJ
туёқли,ADJ
туғалоқ,ADJ
туғдирмоқ,ADJ
туғилмоқ,ADJ
туғли,ADJ
туғмоқ,ADJ
туғуруқ,ADJ
туқ,ADJ
туҳматчилик,ADJ
тўбичоқ,ADJ
тўгарак,ADJ
тўдаламоқ,ADJ
тўдалашмоқ,ADJ
тўдалоғлиқ,ADJ
тўзимли,ADJ
тўзимлилик,ADJ
тўзимоқ,ADJ
тўзимсиз,ADJ
тўзимсизланмоқ,ADJ
тўзимсизлик,ADJ
тўзиқ,ADJ
тўзмоқ,ADJ
тўзонли,ADJ
тўзғимоқ,ADJ
тўзғин,ADJ
тўзғоқ,ADJ
тўйгарчилик,ADJ
тўйдирмоқ,ADJ
тўйимли,ADJ
тўйимлилик,ADJ
тўйинмоқ,ADJ
тўйинчилик,ADJ
тўйламоқ,ADJ
тўйли,ADJ
тўйлик,ADJ
тўймоқ,ADJ
тўйчилик,ADJ
тўйчиқ,ADJ
тўкилмоқ,ADJ
тўкин,ADJ
тўкинлик,ADJ
тўкислик,ADJ
тўкмоқ,ADJ
тўлалик,ADJ
тўламоқ,ADJ
тўлдирмоқ,ADJ
тўлишмоқ,ADJ
тўлиқ,ADJ
тўлиқламоқ,ADJ
тўлиқмоқ,ADJ
тўлиқсиз,ADJ
тўлмоқ,ADJ
тўлғамоқ,ADJ
тўлғанмоқ,ADJ
тўлғин,ADJ
тўлғоқ,ADJ
тўлғоқли,ADJ
тўлқин,ADJ
тўлқинланмоқ,ADJ
тўлқинли,ADJ
тўлқинсимон,ADJ
тўмпаймоқ,ADJ
тўмтоқ,ADJ
тўнамоқ,ADJ
тўнгак,ADJ
тўнгламоқ,ADJ
тўнглик,ADJ
тўнгмоқ,ADJ
тўниқ,ADJ
тўнкамоқ,ADJ
тўнкармоқ,ADJ
тўнли,ADJ
тўнмоқ,ADJ
тўнтариғлиқ,ADJ
тўнтармоқ,ADJ
тўнғизтароқ,ADJ
тўнғилламоқ,ADJ
тўнқаймоқ,ADJ
тўпдек,ADJ
тўпилламоқ,ADJ
тўпичоқ,ADJ
тўпиқ,ADJ
тўпламоқ,ADJ
тўполончилик,ADJ
тўппаймоқ,ADJ
тўрачилик,ADJ
тўриқ,ADJ
тўрламоқ,ADJ
тўрсаймоқ,ADJ
тўрсиқ,ADJ
тўртбурчак,ADJ
тўртбурчаклик,ADJ
тўртлик,ADJ
тўрқовоқ,ADJ
тўсинли,ADJ
тўсинлик,ADJ
тўсиқ,ADJ
тўсиқли,ADJ
тўсиқлик,ADJ
тўсиқсиз,ADJ
тўсмоқ,ADJ
тўсқин,ADJ
тўсқинлик,ADJ
тўсқинчилик,ADJ
тўтидек,ADJ
тўфонли,ADJ
тўхталмоқ,ADJ
тўхтамоқ,ADJ
тўхтовсиз,ADJ
тўшак,ADJ
тўшамоқ,ADJ
тўшли,ADJ
тўшоғлиқ,ADJ
тўғин,ADJ
тўғнамоқ,ADJ
тўғоноқ,ADJ
тўғрамоқ,ADJ
тўғриламоқ,ADJ
тўғрилик,ADJ
тўғрисидаги,ADJ
тўқ,ADJ
тўқайлик,ADJ
тўқали,ADJ
тўқиллатмоқ,ADJ
тўқимачилик,ADJ
тўқимламоқ,ADJ
тўқимоқ,ADJ
тўқинишмоқтўқинмоқ,ADJ
тўқишмоқ,ADJ
тўқламоқ,ADJ
тўқли,ADJ
тўқлик,ADJ
тўқмоқ,ADJ
тўқмоқламоқ,ADJ
тўқнашмоқ,ADJ
тўқувчилик,ADJ
тўқчилик,ADJ
тўққизлик,ADJ
увадаланмоқ,ADJ
уваламоқ,ADJ
уваланувчан,ADJ
ували-жували,ADJ
увалмоқ,ADJ
увишмоқ,ADJ
увламоқ,ADJ
увоқ,ADJ
увоқламоқ,ADJ
увулдириқ,ADJ
увулламоқ,ADJ
увушмоқ,ADJ
ударник,ADJ
уддабуролик,ADJ
уддабуронлик,ADJ
уддаламоқ,ADJ
удли-шудли,ADJ
узаймоқ,ADJ
узалмоқ,ADJ
узамоқ,ADJ
узанги,ADJ
узанмоқ,ADJ
узатмоқ,ADJ
узвий,ADJ
узикмоқ,ADJ
узилмоқ,ADJ
узлукмоқ,ADJ
узлуксиз,ADJ
узмоқ,ADJ
узоқ,ADJ
узоқламоқ,ADJ
узоқлашмоқ,ADJ
узоқлик,ADJ
узоқмоқ,ADJ
узрли,ADJ
узрсиз,ADJ
узук,ADJ
узукли,ADJ
узумчилик,ADJ
узунлашмоқ,ADJ
узунлик,ADJ
узунчоқ,ADJ
узунқулоқ,ADJ
узуқ,ADJ
узуқ-юлуқ,ADJ
уй-жойли,ADJ
уйдирмоқ,ADJ
уйимоқ,ADJ
уйламоқ,ADJ
уйланмоқ,ADJ
уйлантирмоқ,ADJ
уйли,ADJ
уймаланмоқ,ADJ
уймалашмоқ,ADJ
уймоқ,ADJ
уйсиз,ADJ
уйсозлик,ADJ
уйғонмоқ,ADJ
уйғоқ,ADJ
уйғун,ADJ
уйғунлашмоқ,ADJ
уйғунлик,ADJ
уйқи-туйқи,ADJ
уйқули,ADJ
уйқусиз,ADJ
уйқусизлик,ADJ
уйқусирамоқ,ADJ
уйқучил,ADJ
укалик,ADJ
уламоқ,ADJ
улашмоқ,ADJ
улги,ADJ
улгурмоқ,ADJ
ули,ADJ
улимоқ,ADJ
улканлашмоқ,ADJ
улли,ADJ
уловли,ADJ
улоқ,ADJ
улоқ-қуроқ,ADJ
улоқмоқ,ADJ
улоқтирмоқ,ADJ
улуғворлик,ADJ
улуғламоқ,ADJ
улуғлашмоқ,ADJ
улуғлик,ADJ
улуғсифатлик,ADJ
улфатлашмоқ,ADJ
улфатчилик,ADJ
улғаймоқ,ADJ
умбалақашмоқ,ADJ
умбалоқ,ADJ
умбурвоқи,ADJ
умивальник,ADJ
умидворлик,ADJ
умидлантирмоқ,ADJ
умидли,ADJ
умидсиз,ADJ
умидсизланмоқ,ADJ
умидсизлик,ADJ
уммон,ADJ
умрбоқи,ADJ
умргузаронлик,ADJ
умрдошлик,ADJ
умрли,ADJ
умрлик,ADJ
умсунмоқ,ADJ
умтилмоқ,ADJ
умумбашарий,ADJ
умумдемократик,ADJ
умумий,ADJ
умумийлик,ADJ
умумлашмоқ,ADJ
умуммиллий,ADJ
умумпартиявий,ADJ
умумхалқ,ADJ
унамоқ,ADJ
унашмоқ,ADJ
унаштирмоқ,ADJ
унақанги,ADJ
ундамоқ,ADJ
ундоқ,ADJ
унификациялаштирмоқ,ADJ
унли,ADJ
унмоқ,ADJ
уннамоқ,ADJ
унниқмоқ,ADJ
унсиз,ADJ
унумдорлик,ADJ
унумли,ADJ
унумсиз,ADJ
унутмоқ,ADJ
унчалик,ADJ
упа-элик,ADJ
ур-калтак,ADJ
урвоқ,ADJ
урилмоқ,ADJ
уринмоқ,ADJ
уринчоқ,ADJ
уришиғли,ADJ
уришмоқ,ADJ
уриштирмоқ,ADJ
уришқоқ,ADJ
урмоқ,ADJ
урнамоқ,ADJ
урологик,ADJ
урпоқ,ADJ
уртмоқ,ADJ
уртук,ADJ
уруғламоқ,ADJ
уруғланмоқ,ADJ
уруғли,ADJ
уруғлик,ADJ
уруғчилик,ADJ
уруғшунослик,ADJ
урчимоқ,ADJ
урчуқ,ADJ
урғули,ADJ
урғусиз,ADJ
ускуналамоқ,ADJ
услубий,ADJ
услубшунослик,ADJ
усмонли,ADJ
устабузармон,ADJ
устакорлик,ADJ
усталик,ADJ
устачилик,ADJ
устига-устак,ADJ
устки,ADJ
устозлик,ADJ
устомон,ADJ
устомонлик,ADJ
устунлик,ADJ
утмоқ,ADJ
утопик,ADJ
уфламоқ,ADJ
уфурмоқ,ADJ
уфқ,ADJ
ухламоқ,ADJ
ухлоқ,ADJ
учак,ADJ
учбурчак,ADJ
учириқ,ADJ
учламоқ,ADJ
учли,ADJ
учлик,ADJ
учмоқ,ADJ
учоқ,ADJ
учрамоқ,ADJ
учрашмоқ,ADJ
учувчилик,ADJ
учуниқ,ADJ
учунмоқ,ADJ
учуриқ,ADJ
учуқ,ADJ
учқунламоқ,ADJ
ушалмоқ,ADJ
ушатмоқ,ADJ
ушламоқ,ADJ
ушоқ,ADJ
ушук,ADJ
ушшоқ,ADJ
уюмоқ,ADJ
уюшиқ,ADJ
уюшмоқ,ADJ
уюштирмоқ,ADJ
уюшқоқ,ADJ
уюшқоқлик,ADJ
уяламоқ,ADJ
уяли,ADJ
уялмоқ,ADJ
уятли,ADJ
уятмоқ,ADJ
уятсиз,ADJ
уятсизлик,ADJ
уятчан,ADJ
уятчанлик,ADJ
уқаламоқ,ADJ
уқмоқ,ADJ
уқубатли,ADJ
уқувли,ADJ
уқувсиз,ADJ
уҳламоқ,ADJ
фазилатли,ADJ
фазовий,ADJ
фазогирлик,ADJ
файзли,ADJ
файзсиз,ADJ
файласуфлик,ADJ
фактик,ADJ
фалажламоқ,ADJ
фалак,ADJ
фалақ,ADJ
фалокатли,ADJ
фалокатсиз,ADJ
фалсафий,ADJ
фалсафийлик,ADJ
фанатик,ADJ
фанний,ADJ
фантастик,ADJ
фаншунослик,ADJ
фаолиятсиз,ADJ
фаолиятсизлик,ADJ
фаоллик,ADJ
фаразий,ADJ
фаранги,ADJ
фарангий,ADJ
фараҳли,ADJ
фараҳлик,ADJ
фараҳнок,ADJ
фарзандли,ADJ
фарзандлик,ADJ
фарзандсиз,ADJ
фарзандсизлик,ADJ
фариштали,ADJ
фариштасиз,ADJ
фармакологик,ADJ
фармон,ADJ
фаровонлик,ADJ
фаромушлик,ADJ
фаросатли,ADJ
фаросатсиз,ADJ
фароғатли,ADJ
фароғатсиз,ADJ
фаррошлик,ADJ
фартук,ADJ
фарқ,ADJ
фарқламоқ,ADJ
фарқланмоқ,ADJ
фарқли,ADJ
фарқсиз,ADJ
фасодламоқ,ADJ
фасоҳатли,ADJ
фаталистик,ADJ
фахрий,ADJ
фахрланмоқ,ADJ
фахрли,ADJ
фақир,ADJ
фақирлашмоқ,ADJ
фақирлик,ADJ
фаҳмламоқ,ADJ
фаҳмли,ADJ
фаҳмсиз,ADJ
фермий,ADJ
феъллик,ADJ
фзогир,ADJ
фигурали,ADJ
фидойилик,ADJ
фидокорлик,ADJ
физик,ADJ
физикавий,ADJ
физиологик,ADJ
физиотерапевтик,ADJ
фикрий,ADJ
фикрламоқ,ADJ
фикрлашмоқ,ADJ
фикрли,ADJ
филологик,ADJ
философик,ADJ
фильтрламоқ,ADJ
фильтрли,ADJ
фирибгарлик,ADJ
фироқ,ADJ
фирқавий,ADJ
фирқали,ADJ
фирқасиз,ADJ
фисқ,ADJ
фитнакорлик,ADJ
фитналик,ADJ
фиғонли,ADJ
фиқҳий,ADJ
флагшток,ADJ
фожеий,ADJ
фожиавий,ADJ
фожиали,ADJ
фойдаланмоқ,ADJ
фойдали,ADJ
фойдасиз,ADJ
фолбинлик,ADJ
фольклоршунослик,ADJ
фонематик,ADJ
фонетик,ADJ
фоний,ADJ
фонографик,ADJ
фонологик,ADJ
формалинлмаоқ,ADJ
формалистик,ADJ
форматли,ADJ
форсий,ADJ
фосиқ,ADJ
фосфатламоқ,ADJ
фосфатли,ADJ
фосфорли,ADJ
фотиҳали,ADJ
фотиҳахонлик,ADJ
фотиҳлик,ADJ
фотмачумчуқ,ADJ
фотографик,ADJ
фотографлик,ADJ
фотометрик,ADJ
фоҳишабозлик,ADJ
фоҳишалик,ADJ
фраеологик,ADJ
фрак,ADJ
франк,ADJ
фрезаламоқ,ADJ
фронтовик,ADJ
фторли,ADJ
фусункорлик,ADJ
футуристик,ADJ
фуқаролик,ADJ
фуқаропарварлик,ADJ
хабаркашлик,ADJ
хабарламоқ,ADJ
хабарсиз,ADJ
хабарсизлик,ADJ
хавотирланмоқ,ADJ
хавотирли,ADJ
хавотирлик,ADJ
хавотирсиз,ADJ
хавфланмоқ,ADJ
хавфли,ADJ
хавфнок,ADJ
хавфсиз,ADJ
хавфсизлик,ADJ
хавфсинмоқ,ADJ
хавфсирамоқ,ADJ
хавфсиранмоқ,ADJ
хазанак,ADJ
хазиначилик,ADJ
хазонрезги,ADJ
хазонрезгилик,ADJ
хазонрезлик,ADJ
хазончинак,ADJ
хайр-хўшламоқ,ADJ
хайрихоҳлик,ADJ
хайриятки,ADJ
хайриятлик,ADJ
хайрлашмоқ,ADJ
хайрли,ADJ
хаки,ADJ
халатли,ADJ
халили,ADJ
халилий,ADJ
халифалик,ADJ
халлоқ,ADJ
халойиқ,ADJ
халоскорлик,ADJ
халтурачилик,ADJ
халқ,ADJ
халқпарварлик,ADJ
халқчил,ADJ
халқчилик,ADJ
халқчиллик,ADJ
хамак,ADJ
хамиргир,ADJ
хамирсимон,ADJ
хамсаччилик,ADJ
хандақ,ADJ
ханжарбозлик,ADJ
ханик,ADJ
ханталли,ADJ
харак,ADJ
характерламоқ,ADJ
характерланмоқ,ADJ
характерли,ADJ
харидоргир,ADJ
харилик,ADJ
хариташунослик,ADJ
харишланмоқ,ADJ
харобагарчилик,ADJ
харобалик,ADJ
хароблашмоқ,ADJ
хароблик,ADJ
харрак,ADJ
хархашали,ADJ
хархашасиз,ADJ
хас-хашак,ADJ
хасислашмоқ,ADJ
хасислик,ADJ
хаспўшламоқ,ADJ
хастадиллик,ADJ
хасталанмоқ,ADJ
хасталик,ADJ
хат-саводли,ADJ
хат-саводсиз,ADJ
хатарли,ADJ
хатарнок,ADJ
хатарсиз,ADJ
хатламоқ,ADJ
хатлашмоқ,ADJ
хатли,ADJ
хатолик,ADJ
хатосиз,ADJ
хаттотлик,ADJ
хафагазак,ADJ
хафагарчилик,ADJ
хафагахаклик,ADJ
хафаланмоқ,ADJ
хафалашмоқ,ADJ
хафалик,ADJ
хафачилик,ADJ
хахоламоқ,ADJ
хашак,ADJ
хашак-хушак,ADJ
хашаки,ADJ
хашакламоқ,ADJ
хаштак-паштак,ADJ
хаёлий,ADJ
хаёлланмоқ,ADJ
хаёлпарастлик,ADJ
хаёлпаришонлик,ADJ
хаёлсирамоқ,ADJ
хаёлчан,ADJ
хаёлчанлик,ADJ
хезламоқ,ADJ
хезланмоқ,ADJ
хехеламоқ,ADJ
хешлик,ADJ
хивичламоқ,ADJ
хижиллик,ADJ
хижолатли,ADJ
хижолатлик,ADJ
хижолатпазлик,ADJ
хизматкорлик,ADJ
хийли,ADJ
хилламоқ,ADJ
хилли,ADJ
хилма-хиллик,ADJ
химик,ADJ
химиявий,ADJ
хиналамоқ,ADJ
хинали,ADJ
хипчалашмоқ,ADJ
хипчинламоқ,ADJ
хираланмоқ,ADJ
хиралашмоқ,ADJ
хиралик,ADJ
хирилдоқ,ADJ
хирилламоқ,ADJ
хириллашмоқ,ADJ
хирмон,ADJ
хирмон-хирмон,ADJ
хиромон,ADJ
хирпаламоқ,ADJ
хирургик,ADJ
хирқи,ADJ
хирқирамоқ,ADJ
хирқироқ,ADJ
хислатли,ADJ
хитланмоқ,ADJ
хитлик,ADJ
хитойшунослик,ADJ
хихиламоқ,ADJ
хихламоқ,ADJ
хиштак,ADJ
хиёнатгарлик,ADJ
хиёнаткорлик,ADJ
хиёнатчилик,ADJ
хлорламоқ,ADJ
хлорли,ADJ
ходимлик,ADJ
хоинлик,ADJ
хок,ADJ
хоки,ADJ
хокипок,ADJ
хокисорлик,ADJ
хоксорлик,ADJ
холи,ADJ
холилатмоқ,ADJ
холислик,ADJ
холиқ,ADJ
холли,ADJ
холодильник,ADJ
хомак,ADJ
хомаки,ADJ
хомакламоқ,ADJ
хомиқмоқ,ADJ
хомлик,ADJ
хомсимоқ,ADJ
хомсирамоқ,ADJ
хомсувоқ,ADJ
хомтамалик,ADJ
хомток,ADJ
хомушланмоқ,ADJ
хомушлик,ADJ
хомчўтламоқ,ADJ
хонаки,ADJ
хонакилашмоқ,ADJ
хонали,ADJ
хонлик,ADJ
хонумон,ADJ
хор-зорлик,ADJ
хореографик,ADJ
хорижий,ADJ
хорламоқ,ADJ
хорлик,ADJ
хорлик-зорлик,ADJ
хосаки,ADJ
хосиятли,ADJ
хосиятсиз,ADJ
хосланмоқ,ADJ
хослик,ADJ
хотинак,ADJ
хотинли,ADJ
хотинлик,ADJ
хотинсиз,ADJ
хотинсизлик,ADJ
хотинёнғоқ,ADJ
